OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
DRBC,Delaware River Basin Commission,DRBC-EAS10212021145145285-51-6,Sample-Routine,Water,,2021-10-21,14:51:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-EAS,"Easton, PA",,,,,40.6793400000,-75.1852000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830402,Present Below Quantification Limit,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-EAS10212021145145285-51-6/results/929830402/resdetectqntlmts,Lower Reporting Limit,0.388,ng/L,,2022-02-09T16:06:08,STORET
DRBC,Delaware River Basin Commission,DRBC-YAR10212021180745285-51-6,Sample-Routine,Water,,2021-10-21,18:07:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-YAR,"Yardley, PA",,,,,40.2795200000,-74.8593050000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830722,Present Below Quantification Limit,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-YAR10212021180745285-51-6/results/929830722/resdetectqntlmts,Lower Reporting Limit,0.432,ng/L,,2022-02-09T16:06:30,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1804192021104445285-51-6,Sample-Routine,Water,,2021-04-19,10:44:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR18,121.25,,,,,40.1280250000,-74.8160280000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417181,,,Perfluorooctanoic acid,,2.19,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1804192021104445285-51-6/results/926417181/resdetectqntlmts,Lower Reporting Limit,0.373,ng/L,,2022-01-12T13:21:30,STORET
DRBC,Delaware River Basin Commission,DRBC-NV06012021142845285-51-6,Sample-Routine,Water,,2021-06-01,14:28:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-NV,Navy Yard,,,,,39.8840950000,-75.1968830000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830122,,,Perfluorooctanoic acid,Total,3.69,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-NV06012021142845285-51-6/results/929830122/resdetectqntlmts,Lower Reporting Limit,0.423,ng/L,,2022-02-09T16:05:49,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1504192021100645285-51-6,Sample-Routine,Water,,2021-04-19,10:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR15,104.75,,,,,39.9847010000,-75.0666030000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417061,,,Perfluorooctanoic acid,,2.71,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1504192021100645285-51-6/results/926417061/resdetectqntlmts,Lower Reporting Limit,0.366,ng/L,,2022-01-12T13:21:27,STORET
DRBC,Delaware River Basin Commission,DRBC-TD05262021103445285-51-6,Sample-Routine,Water,,2021-05-26,10:34:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-TD,Torresdale,,,,,40.0401990000,-74.9880480000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830242,,,Perfluorooctanoic acid,Total,4.21,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-TD05262021103445285-51-6/results/929830242/resdetectqntlmts,Lower Reporting Limit,0.418,ng/L,,2022-02-09T16:05:56,STORET
DRBC,Delaware River Basin Commission,DRBC-SAN10212021125645285-51-6,Sample-Routine,Water,,2021-10-21,12:56:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-SAN,"Sandts Eddy, PA",,,,,40.7582000000,-75.1880000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830682,Present Below Quantification Limit,,Perfluorooctanoic acid,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-SAN10212021125645285-51-6/results/929830682/resdetectqntlmts,Lower Reporting Limit,0.394,ng/L,,2022-02-09T16:06:27,STORET
DRBC,Delaware River Basin Commission,DRBC-ES05272021102445285-51-6,Sample-Routine,Water,,2021-05-27,10:24:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-ES,Eddystone,,,,,39.8547190000,-75.3293210000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829962,,,Perfluorooctanoic acid,Total,3,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-ES05272021102445285-51-6/results/929829962/resdetectqntlmts,Lower Reporting Limit,0.407,ng/L,,2022-02-09T16:05:41,STORET
DRBC,Delaware River Basin Commission,DRBC-22-332064_D09202021110645285-51-6,Quality Control Sample-Blind Duplicate,Water,,2021-09-20,11:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-332064,122.4,,,,,40.1276480000,-74.8150650000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330148,,,Perfluorooctanoic acid,,1.55,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-22-332064_D09202021110645285-51-6/results/926330148/resdetectqntlmts,Lower Reporting Limit,0.359,ng/L,,2022-01-12T11:58:27,STORET
DRBC,Delaware River Basin Commission,DRBC-BR19D04192021110945285-51-6,Quality Control Sample-Blind Duplicate,Water,,2021-04-19,11:09:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR19D,131.4,,,,,40.1815660000,-74.7461910000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417261,Present Below Quantification Limit,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR19D04192021110945285-51-6/results/926417261/resdetectqntlmts,Lower Reporting Limit,0.371,ng/L,,2022-01-12T13:21:31,STORET
DRBC,Delaware River Basin Commission,DRBC-17-89207109202021100345285-51-6,Sample-Routine,Water,,2021-09-20,10:03:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-892071,100.2,,,,,39.9555020000,-75.1358180000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330868,,,Perfluorooctanoic acid,,2.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-17-89207109202021100345285-51-6/results/926330868/resdetectqntlmts,Lower Reporting Limit,0.361,ng/L,,2022-01-12T11:58:41,STORET
DRBC,Delaware River Basin Commission,DRBC-18-89207009202021101945285-51-6,Sample-Routine,Water,,2021-09-20,10:19:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-892070,104.75,,,,,39.9847010000,-75.0666030000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330908,,,Perfluorooctanoic acid,,2.62,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-18-89207009202021101945285-51-6/results/926330908/resdetectqntlmts,Lower Reporting Limit,0.364,ng/L,,2022-01-12T11:58:42,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1904192021110945285-51-6,Sample-Routine,Water,,2021-04-19,11:09:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR19,131.04,,,,,40.1815660000,-74.7461910000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417221,Present Below Quantification Limit,,Perfluorooctanoic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1904192021110945285-51-6/results/926417221/resdetectqntlmts,Lower Reporting Limit,0.366,ng/L,,2022-01-12T13:21:31,STORET
DRBC,Delaware River Basin Commission,DRBC-BR1604192021102145285-51-6,Sample-Routine,Water,,2021-04-19,10:21:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR16,110.7,,,,,40.0401990000,-74.9880480000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926417101,,,Perfluorooctanoic acid,,2.41,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR1604192021102145285-51-6/results/926417101/resdetectqntlmts,Lower Reporting Limit,0.371,ng/L,,2022-01-12T13:21:28,STORET
DRBC,Delaware River Basin Commission,DRBC-NC05242021150045285-51-6,Sample-Routine,Water,,2021-05-24,15:00:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-NC,Neshaminy Creek,,,,,40.0758730000,-74.9090430000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830082,,,Perfluorooctanoic acid,Total,2.92,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-NC05242021150045285-51-6/results/929830082/resdetectqntlmts,Lower Reporting Limit,0.421,ng/L,,2022-02-09T16:05:48,STORET
DRBC,Delaware River Basin Commission,DRBC-BF06012021152845285-51-6,Sample-Routine,Water,,2021-06-01,15:28:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BF,Benjamin Franklin Bridge,,,,,39.9555020000,-75.1358180000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929829722,,,Perfluorooctanoic acid,Total,3.63,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BF06012021152845285-51-6/results/929829722/resdetectqntlmts,Lower Reporting Limit,0.407,ng/L,,2022-02-09T16:05:29,STORET
DRBC,Delaware River Basin Commission,DRBC-NHC202111082021113045285-51-6,Sample-Routine,Water,,2021-11-08,11:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-NHC2021,Neshaminy Creek,,,,,40.1417020000,-74.9126630000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-929830562,,,Perfluorooctanoic acid,Total,8.22,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-NHC202111082021113045285-51-6/results/929830562/resdetectqntlmts,Lower Reporting Limit,0.409,ng/L,,2022-02-09T16:06:19,STORET
DRBC,Delaware River Basin Commission,DRBC-19-89207709202021103545285-51-6,Sample-Routine,Water,,2021-09-20,10:35:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-892077,110.7,,,,,40.0401990000,-74.9880480000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330028,,,Perfluorooctanoic acid,,2.5,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-19-89207709202021103545285-51-6/results/926330028/resdetectqntlmts,Lower Reporting Limit,0.362,ng/L,,2022-01-12T11:58:24,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-89206211042022092545285-51-6,Sample-Routine,Water,,2022-11-04,09:25:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-892062,"Eddystone, RM 84",,,,,39.8491390000,-75.3296280000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924914,,,Perfluorooctanoic acid,Unfiltered,2.26,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-89206211042022092545285-51-6/results/962924914/resdetectqntlmts,Lower Reporting Limit,0.393,ng/L,,2023-01-07T14:56:07,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-89207011042022102045285-51-6,Sample-Routine,Water,,2022-11-04,10:20:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-892070,"Betsy Ross Bridge, RM 104.75",,,,,39.9847010000,-75.0666030000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962925074,Present Below Quantification Limit,,Perfluorooctanoic acid,Unfiltered,,,J,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-89207011042022102045285-51-6/results/962925074/resdetectqntlmts,Lower Reporting Limit,0.387,ng/L,,2023-01-07T14:58:18,STORET
DRBC,Delaware River Basin Commission,DRBC-SR05092022123045285-51-6,Sample-Routine,Water,,2022-05-09,12:30:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-SR,Schuylkill River,,,,,39.9131600000,-75.2059100000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962926322,,,Perfluorooctanoic acid,Unfiltered,3.51,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-SR05092022123045285-51-6/results/962926322/resdetectqntlmts,Lower Reporting Limit,0.395,ng/L,,2023-01-07T15:11:16,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-89207711042022103645285-51-6,Sample-Routine,Water,,2022-11-04,10:36:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-892077,"Torresdale, RM 110.7",,,,,40.0401990000,-74.9880480000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962925546,,,Perfluorooctanoic acid,Unfiltered,1.82,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-89207711042022103645285-51-6/results/962925546/resdetectqntlmts,Lower Reporting Limit,0.415,ng/L,,2023-01-07T14:59:18,STORET
DRBC,Delaware River Basin Commission,DRBC-ES06012022122545285-51-6,Sample-Routine,Water,,2022-06-01,12:25:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-892062,"Eddystone, RM 84",,,,,39.8491390000,-75.3296280000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962926042,,,Perfluorooctanoic acid,Unfiltered,4.08,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-ES06012022122545285-51-6/results/962926042/resdetectqntlmts,Lower Reporting Limit,0.399,ng/L,,2023-01-07T15:07:02,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-33206411042022110145285-51-6,Sample-Routine,Water,,2022-11-04,11:01:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-332064,"Florence, RM 122.4",,,,,40.1276480000,-74.8150650000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962925626,Present Below Quantification Limit,,Perfluorooctanoic acid,Unfiltered,,,J,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-33206411042022110145285-51-6/results/962925626/resdetectqntlmts,Lower Reporting Limit,0.409,ng/L,,2023-01-07T15:00:32,STORET
DRBC,Delaware River Basin Commission,DRBC-FL05032022121845285-51-6,Sample-Routine,Water,,2022-05-03,12:18:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-332064,"Florence, RM 122.4",,,,,40.1276480000,-74.8150650000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962926082,,,Perfluorooctanoic acid,Unfiltered,3.53,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FL05032022121845285-51-6/results/962926082/resdetectqntlmts,Lower Reporting Limit,0.403,ng/L,,2023-01-07T15:07:30,STORET
DRBC,Delaware River Basin Commission,DRBC-YAR05122022121645285-51-6,Sample-Routine,Water,,2022-05-12,12:16:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-YAR,"Delaware River at Yardley, PA",,,,,41.4859600000,-74.9864300000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962926402,,,Perfluorooctanoic acid,Unfiltered,1.54,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-YAR05122022121645285-51-6/results/962926402/resdetectqntlmts,Lower Reporting Limit,0.205,ng/L,,2023-01-07T15:12:25,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-89207111042022100645285-51-6,Sample-Routine,Water,,2022-11-04,10:06:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-892071,"Benjamin Franklin Bridge, RM 100.2",,,,,39.9555020000,-75.1358180000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962925034,,,Perfluorooctanoic acid,Unfiltered,1.47,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-89207111042022100645285-51-6/results/962925034/resdetectqntlmts,Lower Reporting Limit,0.293,ng/L,,2023-01-07T14:57:54,STORET
DRBC,Delaware River Basin Commission,DRBC-BC05032022121745285-51-6,Sample-Routine,Water,,2022-05-03,12:17:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-BC,Biles Channel,,,,,40.1833300000,-74.7527800000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962925802,,,Perfluorooctanoic acid,Unfiltered,1.86,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BC05032022121745285-51-6/results/962925802/resdetectqntlmts,Lower Reporting Limit,0.386,ng/L,,2023-01-07T15:02:17,STORET
