OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00033906222022,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000339,Cedar Brook on Randolph Rd,,,,,40.6070000000,-74.4130000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115434898,,,Perfluorooctane sulfonic acid,Total,21.1,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:52:48,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-0140338507132022FB,Quality Control Sample-Field Blank,Water,,2022-07-13,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-01403385,BOUND BROOK AT RT 28 AT MIDDLESEX,,,,,40.5806900000,-74.4993000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435792,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-0140338507132022FB/results/1115435792/resdetectqntlmts,Lower Reporting Limit,1.95,ng/L,,2026-05-26T10:53:16,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Barnegat Bay Metedeconk River:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Barnegat Bay Metedeconk River,Barnegat Bay Metedeconk River,,,,,40.0406730000,-74.0568880000,,,,,Miscellaneous (Other),STORET-1102004076,,,Perfluorooctane sulfonic acid,,2.71,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:25,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034206292022FB,Quality Control Sample-Field Blank,Water,,2022-06-29,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000342,Bound Brook on Clinton Ave,,,,,40.5820000000,-74.4300000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435259,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034206292022FB/results/1115435259/resdetectqntlmts,Lower Reporting Limit,1.83,ng/L,,2026-05-26T10:52:58,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Passaic River:20220810AQUEOUSSA,Sample-Routine,Water,,2022-08-10,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Passaic River,Passaic River,,,,,40.9270746000,-74.1401858000,,,,,Miscellaneous (Other),STORET-1102007369,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:20,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Mantua Creek:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Mantua Creek,Delaware River Mantua Creek,,,,,39.8530510000,-75.2300720000,,,,,Miscellaneous (Other),STORET-1102003784,,,Perfluorooctane sulfonic acid,,4.58,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:23,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034207062022,Sample-Routine,Water,,2022-07-06,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000342,Bound Brook on Clinton Ave,,,,,40.5820000000,-74.4300000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435526,,,Perfluorooctane sulfonic acid,Total,17.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:53:04,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034207132022FB,Quality Control Sample-Field Blank,Water,,2022-07-13,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000342,Bound Brook on Clinton Ave,,,,,40.5820000000,-74.4300000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435744,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034207132022FB/results/1115435744/resdetectqntlmts,Lower Reporting Limit,1.91,ng/L,,2026-05-26T10:53:13,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034007062022,Sample-Routine,Water,,2022-07-06,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000340,Cedar Brook on Cedar Brook Ave,,,,,40.5930000000,-74.4100000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435428,,,Perfluorooctane sulfonic acid,Total,9.74,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:53:02,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Barnegat Bay Metedeconk River:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Barnegat Bay Metedeconk River,Barnegat Bay Metedeconk River,,,,,40.0406730000,-74.0568880000,,,,,Miscellaneous (Other),STORET-1102004226,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:27,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Raritan Bay:20220428AQUEOUSSA,Sample-Routine,Water,,2022-04-28,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Raritan Bay,Raritan Bay,,,,,40.4933790000,-74.2669320000,,,,,Miscellaneous (Other),STORET-1102003120,,,Perfluorooctane sulfonic acid,,2.7,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:08,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00033907132022,Sample-Routine,Water,,2022-07-13,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000339,Cedar Brook on Randolph Rd,,,,,40.6070000000,-74.4130000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435625,,,Perfluorooctane sulfonic acid,Total,18.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:53:07,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware Bay Cohansey River:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware Bay Cohansey River,Delaware Bay Cohansey River,,,,,39.3840140000,-75.3499560000,,,,,Miscellaneous (Other),STORET-1102003571,,,Perfluorooctane sulfonic acid,,2.53,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:18,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Newark Bay:20220810AQUEOUSSA,Sample-Routine,Water,,2022-08-10,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Newark Bay,Newark Bay,,,,,40.7038250000,-74.1064360000,,,,,Miscellaneous (Other),STORET-1102007437,,,Perfluorooctane sulfonic acid,,4.93,ng/L,B,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:22,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware Bay Maurice River:20220727AQUEOUSSA,Sample-Routine,Water,,2022-07-27,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware Bay Maurice River,Delaware Bay Maurice River,,,,,39.2151910000,-75.0285460000,,,,,Miscellaneous (Other),STORET-1102002088,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:42:45,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034107062022FB,Quality Control Sample-Field Blank,Water,,2022-07-06,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000341,Bound Brook at Veterans Park,,,,,40.5800000000,-74.4170000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435453,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034107062022FB/results/1115435453/resdetectqntlmts,Lower Reporting Limit,1.78,ng/L,,2026-05-26T10:53:02,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Absecon River/Bay:20220628AQUEOUSSA,Sample-Routine,Water,,2022-06-28,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Absecon River/Bay,Absecon River/Bay,,,,,39.4176040000,-74.4777010000,,,,,Miscellaneous (Other),STORET-1102004711,,,Perfluorooctane sulfonic acid,,29.4,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:36,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Oldmans Creek:20220710AQUEOUSSA,Sample-Routine,Water,,2022-07-10,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Oldmans Creek,Delaware River Oldmans Creek,,,,,39.7838820000,-75.4295650000,,,,,Miscellaneous (Other),STORET-1102005506,,,Perfluorooctane sulfonic acid,,5.15,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:52,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Barnegat Bay Toms River:20220714AQUEOUSSA,Sample-Routine,Water,,2022-07-14,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Barnegat Bay Toms River,Barnegat Bay Toms River,,,,,39.9365480000,-74.1243110000,,,,,Miscellaneous (Other),STORET-1102006302,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:03,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034008172022FB,Quality Control Sample-Field Blank,Water,,2022-08-17,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000340,Cedar Brook on Cedar Brook Ave,,,,,40.5930000000,-74.4100000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435864,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034008172022FB/results/1115435864/resdetectqntlmts,Lower Reporting Limit,1.94,ng/L,,2026-05-26T10:53:20,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Upper Bay:20220823AQUEOUSSA,Sample-Routine,Water,,2022-08-23,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Upper Bay,Upper Bay,,,,,40.6564260000,-74.0751740000,,,,,Miscellaneous (Other),STORET-1102008229,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:33,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Woodbury Creek:20220726AQUEOUSSA,Sample-Routine,Water,,2022-07-26,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Woodbury Creek,Delaware River Woodbury Creek,,,,,39.8661180000,-75.1964150000,,,,,Miscellaneous (Other),STORET-1102006543,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:05,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Hackensack River:20220708AQUEOUSSA,Sample-Routine,Water,,2022-07-08,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Hackensack River,Hackensack River,,,,,40.7638080000,-74.0886310000,,,,,Miscellaneous (Other),STORET-1102005757,,,Perfluorooctane sulfonic acid,,10.3,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:55,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-0140338504272022FB,Quality Control Sample-Field Blank,Water,,2022-04-27,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-01403385,BOUND BROOK AT RT 28 AT MIDDLESEX,,,,,40.5806900000,-74.4993000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115434817,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-0140338504272022FB/results/1115434817/resdetectqntlmts,Lower Reporting Limit,1.80,ng/L,,2026-05-26T10:52:45,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Barnegat Bay Metedeconk River:20220708AQUEOUSSA,Sample-Routine,Water,,2022-07-08,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Barnegat Bay Metedeconk River,Barnegat Bay Metedeconk River,,,,,40.0406730000,-74.0568880000,,,,,Miscellaneous (Other),STORET-1102006022,,,Perfluorooctane sulfonic acid,,4.25,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:59,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Barnegat Bay Toms River:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Barnegat Bay Toms River,Barnegat Bay Toms River,,,,,39.9365480000,-74.1243110000,,,,,Miscellaneous (Other),STORET-1102004273,,,Perfluorooctane sulfonic acid,,7.88,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:28,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034208172022FB,Quality Control Sample-Field Blank,Water,,2022-08-17,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000342,Bound Brook on Clinton Ave,,,,,40.5820000000,-74.4300000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435984,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034208172022FB/results/1115435984/resdetectqntlmts,Lower Reporting Limit,1.85,ng/L,,2026-05-26T10:53:28,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Absecon River/Bay:20220427AQUEOUSSA,Sample-Routine,Water,,2022-04-27,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Absecon River/Bay,Absecon River/Bay,,,,,39.4176040000,-74.4777010000,,,,,Miscellaneous (Other),STORET-1102002450,,,Perfluorooctane sulfonic acid,,24.1,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:42:53,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034208172022,Sample-Routine,Water,,2022-08-17,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000342,Bound Brook on Clinton Ave,,,,,40.5820000000,-74.4300000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115436008,,,Perfluorooctane sulfonic acid,Total,27.2,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:53:30,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-0140338506292022FB,Quality Control Sample-Field Blank,Water,,2022-06-29,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-01403385,BOUND BROOK AT RT 28 AT MIDDLESEX,,,,,40.5806900000,-74.4993000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435307,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-0140338506292022FB/results/1115435307/resdetectqntlmts,Lower Reporting Limit,1.90,ng/L,,2026-05-26T10:52:59,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034006292022FB,Quality Control Sample-Field Blank,Water,,2022-06-29,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000340,Cedar Brook on Cedar Brook Ave,,,,,40.5930000000,-74.4100000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435139,Not Detected,,Perfluorooctane sulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/NJDEP_BFBM/activities/NJDEP_BFBM-BFBM00034006292022FB/results/1115435139/resdetectqntlmts,Lower Reporting Limit,1.92,ng/L,,2026-05-26T10:52:55,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00034107062022,Sample-Routine,Water,,2022-07-06,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000341,Bound Brook at Veterans Park,,,,,40.5800000000,-74.4170000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115435477,,,Perfluorooctane sulfonic acid,Total,17.3,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:53:03,STORET
NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-BFBM00033904272022,Sample-Routine,Water,,2022-04-27,,,,,,,,,,,,,,PFASTRACK,PFAS Trackdown,,NJDEP_BFBM-BFBM000339,Cedar Brook on Randolph Rd,,,,,40.6070000000,-74.4130000000,GRAB,NJDEP_BFBM,Grab Sample,,Water Sampler (Other),STORET-1115434630,,,Perfluorooctane sulfonic acid,Total,20.3,ng/L,F,Final,,Actual,,,,,,,,,,,,,,,,,,,,ALPHA PFAS,NJDEP_BFBM,Alpha Analytical specific LC/MS/MS with isotopic dilution for non-potable water,,,Alpha Analytical,,,,,,,,2026-05-26T10:52:39,STORET
