OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
DRBC,Delaware River Basin Commission,DRBC-07-09101509202021080345285-51-6,Sample-Routine,Water,,2021-09-20,08:03:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-31DELRBC_WQX-091015,48.2,,,,,39.4550000000,-75.5600000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926330468,,,Perfluorooctanoic acid,,4.89,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-07-09101509202021080345285-51-6/results/926330468/resdetectqntlmts,Lower Reporting Limit,0.357,ng/L,,2022-01-12T11:58:33,STORET
DRBC,Delaware River Basin Commission,DRBC-BR804192021084545285-51-6,Sample-Routine,Water,,2021-04-19,08:45:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR8,71,,,,,39.7208780000,-75.5057940000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416781,,,Perfluorooctanoic acid,,5.81,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR804192021084545285-51-6/results/926416781/resdetectqntlmts,Lower Reporting Limit,0.371,ng/L,,2022-01-12T13:17:34,STORET
DRBC,Delaware River Basin Commission,DRBC-BR604192021082145285-51-6,Sample-Routine,Water,,2021-04-19,08:21:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-BR6,60.5,,,,,39.5923570000,-75.5642420000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-926416701,,,Perfluorooctanoic acid,,7.34,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BR604192021082145285-51-6/results/926416701/resdetectqntlmts,Lower Reporting Limit,0.37,ng/L,,2022-01-12T13:17:32,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220709AQUEOUSSA,Sample-Routine,Water,,2022-07-09,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102005429,,,Perfluorooctanoic acid,,12.6,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:52,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220427AQUEOUSSA,Sample-Routine,Water,,2022-04-27,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102002205,,,Perfluorooctanoic acid,,20.8,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:42:47,STORET
DRBC,Delaware River Basin Commission,DRBC-PPI05202022122745285-51-6,Sample-Routine,Water,,2022-05-20,12:27:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091005,"Pea Patch Island, RM 60.6",,,,,39.5908330000,-75.5637220000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962926242,,,Perfluorooctanoic acid,Unfiltered,5.82,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-PPI05202022122745285-51-6/results/962926242/resdetectqntlmts,Lower Reporting Limit,0.4,ng/L,,2023-01-07T15:10:25,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220628AQUEOUSSA,Sample-Routine,Water,,2022-06-28,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102004319,,,Perfluorooctanoic acid,,12.1,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:29,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09100811042022084245285-51-6,Sample-Routine,Water,,2022-11-04,08:42:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091008,"New Castle, RM 66",,,,,39.6551100000,-75.5454120000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924754,,,Perfluorooctanoic acid,Unfiltered,3.16,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09100811042022084245285-51-6/results/962924754/resdetectqntlmts,Lower Reporting Limit,0.388,ng/L,,2023-01-07T14:53:13,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-33204911042022091545285-51-6,Sample-Routine,Water,,2022-11-04,09:15:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-332049,"Marcus Hook, 78.1",,,,,39.8006550000,-75.4252450000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924874,,,Perfluorooctanoic acid,Unfiltered,2.6,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-33204911042022091545285-51-6/results/962924874/resdetectqntlmts,Lower Reporting Limit,0.388,ng/L,,2023-01-07T14:55:40,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09101511042022080845285-51-6,Sample-Routine,Water,,2022-11-04,08:08:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091015,"Liston Point, RM 48.2",,,,,39.4550000000,-75.5600000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924634,,,Perfluorooctanoic acid,Unfiltered,3.96,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09101511042022080845285-51-6/results/962924634/resdetectqntlmts,Lower Reporting Limit,0.525,ng/L,,2023-01-07T14:51:22,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220802AQUEOUSSA,Sample-Routine,Water,,2022-08-02,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102006953,,,Perfluorooctanoic acid,,10.3,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:13,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220802AQUEOUSSA,Sample-Routine,Water,,2022-08-02,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102007041,,,Perfluorooctanoic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:15,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220622AQUEOUSSA,Sample-Routine,Water,,2022-06-22,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102003626,,,Perfluorooctanoic acid,,7.98,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:19,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09100511042022083145285-51-6,Sample-Routine,Water,,2022-11-04,08:31:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091005,"Pea Patch Island, RM 60.6",,,,,39.5908330000,-75.5637220000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924714,,,Perfluorooctanoic acid,Unfiltered,3.34,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09100511042022083145285-51-6/results/962924714/resdetectqntlmts,Lower Reporting Limit,0.39,ng/L,,2023-01-07T14:52:41,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09100211042022081945285-51-6,Sample-Routine,Water,,2022-11-04,08:19:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091002,"Reedy Island, RM 54.9",,,,,39.5127770000,-75.5534440000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924674,,,Perfluorooctanoic acid,Unfiltered,3.57,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09100211042022081945285-51-6/results/962924674/resdetectqntlmts,Lower Reporting Limit,0.386,ng/L,,2023-01-07T14:52:11,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09102011042022100945285-51-6,Sample-Routine,Water,,2022-11-04,10:09:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091020,"Ship John Light, RM 36.6",,,,,39.2963390000,-75.3759020000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924554,,,Perfluorooctanoic acid,Unfiltered,3.6,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09102011042022100945285-51-6/results/962924554/resdetectqntlmts,Lower Reporting Limit,0.518,ng/L,,2023-01-07T14:50:06,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09103011042022082945285-51-6,Sample-Routine,Water,,2022-11-04,08:29:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091030,"South Brown Shoal, RM 6.5",,,,,38.9248450000,-75.0985750000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924394,Present Below Quantification Limit,,Perfluorooctanoic acid,Unfiltered,,,J,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09103011042022082945285-51-6/results/962924394/resdetectqntlmts,Lower Reporting Limit,0.514,ng/L,,2023-01-07T14:48:06,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-33204611042022090245285-51-6,Sample-Routine,Water,,2022-11-04,09:02:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-332046,"Oldmans Point, RM 74.9",,,,,39.7683330000,-75.4740000000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924834,,,Perfluorooctanoic acid,Unfiltered,2.24,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-33204611042022090245285-51-6/results/962924834/resdetectqntlmts,Lower Reporting Limit,0.394,ng/L,,2023-01-07T14:55:09,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09101111042022085245285-51-6,Sample-Routine,Water,,2022-11-04,08:52:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091011,"Cherry Island, RM 71",,,,,39.7208780000,-75.5057940000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924794,,,Perfluorooctanoic acid,Unfiltered,3.27,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09101111042022085245285-51-6/results/962924794/resdetectqntlmts,Lower Reporting Limit,0.53,ng/L,,2023-01-07T14:54:16,STORET
DRBC,Delaware River Basin Commission,DRBC-DRBC-31DELRBC_WQX-09102611042022093645285-51-6,Sample-Routine,Water,,2022-11-04,09:36:00,EST,,,,,,,,,,,,PFAS Surface Water,Per- and polyfluoroalkyl substances,,DRBC-DRBC-31DELRBC_WQX-091026,"Elbow of Crossledge Shoal, RM 22.75",,,,,39.1811300000,-75.2711680000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-962924474,,,Perfluorooctanoic acid,Unfiltered,2.65,ng/L,,Final,,Actual,,,,,,,,,,CAS#: 45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-DRBC-31DELRBC_WQX-09102611042022093645285-51-6/results/962924474/resdetectqntlmts,Lower Reporting Limit,0.386,ng/L,,2023-01-07T14:49:02,STORET
DRBC,Delaware River Basin Commission,DRBC-BWC10232023135545285-51-6,Sample-Routine,Water,,2023-10-23,13:55:00,EDT,,,,,,,,,,,,PDE BIL,PDE BIL Trib Toxics,,DRBC-BWC,Brandywine Creek,,,,,39.7369200000,-75.5265700000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-1066002104,,,Perfluorooctanoic acid,Unfiltered,5.45,ng/L,,Final,,Actual,,,,,,,,,,45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-BWC10232023135545285-51-6/results/1066002104/resdetectqntlmts,Lower Reporting Limit,0.398,ng/L,,2025-06-18T09:28:41,STORET
DRBC,Delaware River Basin Commission,DRBC-FB-retrival-309102023113045285-51-6,Quality Control Sample-Field Blank,Water,,2023-08-23,11:32:00,EDT,,,,,,,,,,,,NFWF Yr3 PFAS,NFWF Yr3 PFAS,,DRBC-FB-retrieval,Retrieval Blank,,,,,38.7828470000,-75.1193250000,POCIS,DRBC,Polar Organic Chemical Integrative Sampler,Sorption Media between 2 porus membranes in a stainless steel housing,Polar Orga. Chem. Integrative Sampler,STORET-1067017913,Not Detected,,Perfluorooctanoic acid,Unfiltered,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FB-retrival-309102023113045285-51-6/results/1067017913/resdetectqntlmts,Lower Reporting Limit,0.412,ng,,2025-07-07T12:42:46,STORET
DRBC,Delaware River Basin Commission,DRBC-CR10232023132545285-51-6,Sample-Routine,Water,,2023-10-23,13:25:00,EDT,,,,,,,,,,,,PDE BIL,PDE BIL Trib Toxics,,DRBC-CR,Christina River,,,,,39.7343140000,-75.5506340000,PFAS_water_sample,DRBC,PFAS water sample collection,Grab samples of surface water are collected directly into HDPE bottles by submerging,Water Bottle,STORET-1066002224,,,Perfluorooctanoic acid,Unfiltered,19.1,ng/L,,Final,,Actual,,,,,,,,,,45285-51-6,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-CR10232023132545285-51-6/results/1066002224/resdetectqntlmts,Lower Reporting Limit,0.37,ng/L,,2025-06-18T09:28:45,STORET
DRBC,Delaware River Basin Commission,DRBC-FB-retrival-109102023113045285-51-6,Quality Control Sample-Field Blank,Water,,2023-08-23,11:30:00,EDT,,,,,,,,,,,,NFWF Yr3 PFAS,NFWF Yr3 PFAS,,DRBC-FB-retrieval,Retrieval Blank,,,,,38.7828470000,-75.1193250000,POCIS,DRBC,Polar Organic Chemical Integrative Sampler,Sorption Media between 2 porus membranes in a stainless steel housing,Polar Orga. Chem. Integrative Sampler,STORET-1067017833,Not Detected,,Perfluorooctanoic acid,Unfiltered,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FB-retrival-109102023113045285-51-6/results/1067017833/resdetectqntlmts,Lower Reporting Limit,0.408,ng,,2025-07-07T12:42:45,STORET
DRBC,Delaware River Basin Commission,DRBC-FB-retrival-209102023113045285-51-6,Quality Control Sample-Field Blank,Water,,2023-08-23,11:31:00,EDT,,,,,,,,,,,,NFWF Yr3 PFAS,NFWF Yr3 PFAS,,DRBC-FB-retrieval,Retrieval Blank,,,,,38.7828470000,-75.1193250000,POCIS,DRBC,Polar Organic Chemical Integrative Sampler,Sorption Media between 2 porus membranes in a stainless steel housing,Polar Orga. Chem. Integrative Sampler,STORET-1067017873,Not Detected,,Perfluorooctanoic acid,Unfiltered,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA110rev2,DRBC,Analytical Procedure for the Analysis of PFAS  by LC/MS/MS Isotope Dilution revision 2,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-FB-retrival-209102023113045285-51-6/results/1067017873/resdetectqntlmts,Lower Reporting Limit,0.408,ng,,2025-07-07T12:42:45,STORETNJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220709AQUEOUSSA,Sample-Routine,Water,,2022-07-09,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102005443,,,Perfluorooctane sulfonic acid,,4.51,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:52,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220628AQUEOUSSA,Sample-Routine,Water,,2022-06-28,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102004322,,,Perfluorooctane sulfonic acid,,5.84,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:43:29,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220802AQUEOUSSA,Sample-Routine,Water,,2022-08-02,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102006964,,,Perfluorooctane sulfonic acid,,3.69,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:13,STORET
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Delaware River Salem Canal:20220802AQUEOUSSA,Sample-Routine,Water,,2022-08-02,,,,,,,,,,,,,,NJ_PFAS_BAF_STUDY,ESTIMATION OF BAF FOR PFAS,,NJDEP_DSREH-Delaware River Salem Canal,Delaware River Salem Canal,,,,,39.6861180000,-75.5096280000,,,,,Miscellaneous (Other),STORET-1102007043,,,Perfluorooctane sulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,2026-02-03T08:44:15,STORET
